DataSourceName	DataSourceCode	StationID	ActualStationID	Latitude_DD	Longitude_DD	SampleDate	SampleTime	ActivityDepth	ActivityDepthUnit	Characteristic	ResultValue	ResultUnit	ValueQualifier	ResultComment	WaterbodyID	WaterbodyName
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	11/20/2007	00:00:00	0.5	m	Nitrogen	2900.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	11/03/2005	00:00:00	0.5	m	Nitrogen	1410.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	09/23/2009	00:00:00	0.5	m	Nitrogen	2200.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	05/04/2011	00:00:00	0.5	m	Nitrogen	2150.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	06/20/2012	00:00:00	0.5	m	Nitrogen	940.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	09/20/2012	00:00:00	0.5	m	Nitrogen	1650.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	12/17/2012	00:00:00	0.5	m	Nitrogen	1760.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	01/23/2013	00:00:00	0.5	m	Nitrogen	1550.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	06/19/2017	00:00:00	0.5	m	Nitrogen	1420.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	05/21/2014	00:00:00	0.5	m	Nitrogen	1750.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	12/17/2015	00:00:00	0.5	m	Nitrogen	1710.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	05/12/2004	00:00:00	0.5	m	Nitrogen	1639.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	08/24/2020	00:00:00	0.5	m	Nitrogen	2520.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	11/16/2020	00:00:00	0.5	m	Nitrogen	1410.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	08/17/2005	00:00:00	0.5	m	Nitrogen	1590.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	06/08/2009	00:00:00	0.5	m	Nitrogen	2690.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR2		28.32597222	-81.93186111	01/05/2010	00:00:00	0.5	m	Nitrogen	1580.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	05/06/1998	00:00:00	0.5	m	Nitrogen	1460.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	11/05/1998	00:00:00	0.5	m	Nitrogen	2400.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	05/04/1999	00:00:00	0.5	m	Nitrogen	520.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	11/09/1999	00:00:00	0.5	m	Nitrogen	1711.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	02/16/2011	00:00:00	0.5	m	Nitrogen	1430.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	11/05/2002	00:00:00	0.5	m	Nitrogen	2240.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	11/04/2003	00:00:00	0.5	m	Nitrogen	1730.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	01/21/2016	00:00:00	0.5	m	Nitrogen	1140.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	10/20/2016	00:00:00	0.5	m	Nitrogen	1390.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	02/20/2017	00:00:00	0.5	m	Nitrogen	1250.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	07/14/1997	00:00:00	0.5	m	Nitrogen	2330.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	02/14/2005	00:00:00	0.5	m	Nitrogen	1300.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	05/09/2005	00:00:00	0.5	m	Nitrogen	1350.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	02/13/2006	00:00:00	0.5	m	Nitrogen	1050.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	08/22/2011	00:00:00	0.5	m	Nitrogen	1570.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	11/02/2011	00:00:00	0.5	m	Nitrogen	1930.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	07/23/2013	00:00:00	0.5	m	Nitrogen	2450.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	10/22/2013	00:00:00	0.5	m	Nitrogen	260.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	02/17/2014	00:00:00	0.5	m	Nitrogen	1330.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	04/19/2016	00:00:00	0.5	m	Nitrogen	1490.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	08/17/2017	00:00:00	0.5	m	Nitrogen	1440.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	08/17/2017	00:00:00	0.5	m	Nitrogen	1480.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	06/20/2018	00:00:00	0.5	m	Nitrogen	1960.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	04/17/2019	00:00:00	0.5	m	Nitrogen	1450.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	10/23/2019	00:00:00	0.5	m	Nitrogen	1240.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	05/04/2020	00:00:00	0.5	m	Nitrogen	770.00000000	ug/l			181980	Withlacoochee River
Polk County Parks & Natural Resources Division	POLKCO_NRD_WQ	WITHLACOO RVR1		28.31261110	-82.05583330	03/22/2021	00:00:00	0.5	m	Nitrogen	1590.00000000	ug/l			181980	Withlacoochee River
FDEP Central Regional Operations Center	STORET_21FLCEN	G4CE0138		28.36079500	-81.81888720	02/01/2017	00:00:00	0.3	m	Nitrogen	1606.00000000	ug/l		Water Institute Calculated	181980	Withlacoochee River
FDEP Central Regional Operations Center	STORET_21FLCEN	G4CE0138		28.36079500	-81.81888720	03/02/2017	00:00:00	0.3	m	Nitrogen	1606.00000000	ug/l		Water Institute Calculated	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	03/14/2016	00:00:00	0.3	m	Nitrogen	1605.00000000	ug/l		Water Institute Calculated	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	02/02/2016	00:00:00	0.05	m	Nitrogen	1704.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	02/08/2016	00:00:00	1	m	Nitrogen	1404.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	02/15/2016	00:00:00	0.3	m	Nitrogen	1804.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	02/22/2016	00:00:00	1.4	m	Nitrogen	1904.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	02/29/2016	00:00:00	1.4	m	Nitrogen	1504.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	03/07/2016	00:00:00	1.3	m	Nitrogen	1704.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	03/21/2016	00:00:00	0.3	m	Nitrogen	1604.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	03/30/2016	00:00:00	1.3	m	Nitrogen	1804.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
FDEP Southwest Regional Operations Center	STORET_21FLTPA	G4SW0099		28.36078000	-81.81888000	04/06/2016	00:00:00	0.3	m	Nitrogen	1604.00000000	ug/l		Water Institute Calculated - Value is known to be equal to or less than what is reported. TKN was detected, NOx was not.	181980	Withlacoochee River
